 ,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
201,28.291666999999997,63.0,1,61,0.013916999999999999,0.027999999999999997,11,24,3.416667,17.0,1,24.0,1.666667,4.8,2,54.0
202,28.291666999999997,63.0,1,61,0.013916999999999999,0.027999999999999997,11,24,3.375,13.6,2,6.410917816436712,1.029167,5.9,1,11.680663867226555
203,28.291666999999997,63.0,1,61,0.013916999999999999,0.027999999999999997,11,24,3.375,13.6,2,6.410917816436712,1.666667,4.8,2,54.0
204,18.708333,39.0,23,37,0.01525,0.031,11,26,0.333333,2.0,7,3.0,0.4125,0.9,22,11.680663867226555
205,18.708333,39.0,23,37,0.01525,0.031,11,26,0.333333,2.0,7,3.0,0.3875,0.5,0,6.0
206,18.708333,39.0,23,37,0.01525,0.031,11,26,0.44,1.6,8,6.410917816436712,0.4125,0.9,22,11.680663867226555
207,18.708333,39.0,23,37,0.01525,0.031,11,26,0.44,1.6,8,6.410917816436712,0.3875,0.5,0,6.0
208,31.416666999999997,51.0,21,48,0.015625,0.037000000000000005,11,31,0.764706,5.0,23,7.0,0.729167,1.7,23,11.680663867226555
209,31.416666999999997,51.0,21,48,0.015625,0.037000000000000005,11,31,0.764706,5.0,23,7.0,0.654167,0.9,23,10.0
210,31.416666999999997,51.0,21,48,0.015625,0.037000000000000005,11,31,0.86,3.3,23,6.410917816436712,0.729167,1.7,23,11.680663867226555
211,31.416666999999997,51.0,21,48,0.015625,0.037000000000000005,11,31,0.86,3.3,23,6.410917816436712,0.654167,0.9,23,10.0
212,33.625,51.0,19,48,0.015041999999999998,0.028999999999999998,10,25,1.608696,4.0,0,6.0,0.741667,1.7,20,11.680663867226555
213,33.625,51.0,19,48,0.015041999999999998,0.028999999999999998,10,25,1.608696,4.0,0,6.0,0.7375,1.1,0,13.0
214,33.625,51.0,19,48,0.015041999999999998,0.028999999999999998,10,25,1.7285709999999999,2.6,2,6.410917816436712,0.741667,1.7,20,11.680663867226555
215,33.625,51.0,19,48,0.015041999999999998,0.028999999999999998,10,25,1.7285709999999999,2.6,2,6.410917816436712,0.7375,1.1,0,13.0
216,23.130435000000002,49.0,23,46,0.023042,0.042,11,36,0.916667,5.0,23,7.0,0.49565200000000004,1.4,23,11.680663867226555
217,23.130435000000002,49.0,23,46,0.023042,0.042,11,36,0.916667,5.0,23,7.0,0.566667,1.1,0,13.0
218,23.130435000000002,49.0,23,46,0.023042,0.042,11,36,0.766667,2.3,23,6.410917816436712,0.49565200000000004,1.4,23,11.680663867226555
219,23.130435000000002,49.0,23,46,0.023042,0.042,11,36,0.766667,2.3,23,6.410917816436712,0.566667,1.1,0,13.0
220,35.583333,53.0,20,50,0.016,0.038,11,32,3.208333,8.0,4,11.0,0.95,1.9,3,11.680663867226555
221,35.583333,53.0,20,50,0.016,0.038,11,32,3.208333,8.0,4,11.0,0.895833,1.4,5,16.0
222,35.583333,53.0,20,50,0.016,0.038,11,32,3.15,6.6,5,6.410917816436712,0.95,1.9,3,11.680663867226555
223,35.583333,53.0,20,50,0.016,0.038,11,32,3.15,6.6,5,6.410917816436712,0.895833,1.4,5,16.0
224,36.875,64.0,21,62,0.01875,0.043,10,36,4.5416669999999995,14.0,22,20.0,1.275,4.1,23,11.680663867226555
225,36.875,64.0,21,62,0.01875,0.043,10,36,4.5416669999999995,14.0,22,20.0,1.0125,2.1,23,24.0
226,36.875,64.0,21,62,0.01875,0.043,10,36,4.5,12.3,23,6.410917816436712,1.275,4.1,23,11.680663867226555
227,36.875,64.0,21,62,0.01875,0.043,10,36,4.5,12.3,23,6.410917816436712,1.0125,2.1,23,24.0
228,37.833333,68.0,21,66,0.023833,0.046,10,39,4.25,16.0,0,23.0,1.383333,5.5,0,11.680663867226555
229,37.833333,68.0,21,66,0.023833,0.046,10,39,4.25,16.0,0,23.0,1.604167,3.5,2,40.0
230,37.833333,68.0,21,66,0.023833,0.046,10,39,4.225,12.6,2,6.410917816436712,1.383333,5.5,0,11.680663867226555
231,37.833333,68.0,21,66,0.023833,0.046,10,39,4.225,12.6,2,6.410917816436712,1.604167,3.5,2,40.0
232,20.304348,47.0,20,44,0.024916999999999998,0.046,9,39,0.636364,5.0,23,7.0,0.44545500000000005,0.8,19,11.680663867226555
233,20.304348,47.0,20,44,0.024916999999999998,0.046,9,39,0.636364,5.0,23,7.0,0.579167,1.3,0,15.0
234,20.304348,47.0,20,44,0.024916999999999998,0.046,9,39,0.75,3.3,23,6.410917816436712,0.44545500000000005,0.8,19,11.680663867226555
235,20.304348,47.0,20,44,0.024916999999999998,0.046,9,39,0.75,3.3,23,6.410917816436712,0.579167,1.3,0,15.0
236,36.583333,61.0,23,58,0.017375,0.04,10,34,4.125,14.0,23,20.0,1.116667,3.8,23,11.680663867226555
237,36.583333,61.0,23,58,0.017375,0.04,10,34,4.125,14.0,23,20.0,0.879167,1.6,23,18.0
238,36.583333,61.0,23,58,0.017375,0.04,10,34,4.1,10.0,23,6.410917816436712,1.116667,3.8,23,11.680663867226555
239,36.583333,61.0,23,58,0.017375,0.04,10,34,4.1,10.0,23,6.410917816436712,0.879167,1.6,23,18.0
240,33.869565,55.0,0,52,0.01725,0.042,12,36,2.086957,10.0,0,14.0,0.8913040000000001,3.0,0,11.680663867226555
241,33.869565,55.0,0,52,0.01725,0.042,12,36,2.086957,10.0,0,14.0,1.079167,2.1,2,24.0
242,33.869565,55.0,0,52,0.01725,0.042,12,36,2.257143,6.0,2,6.410917816436712,0.8913040000000001,3.0,0,11.680663867226555
243,33.869565,55.0,0,52,0.01725,0.042,12,36,2.257143,6.0,2,6.410917816436712,1.079167,2.1,2,24.0
244,38.666667,66.0,19,64,0.017375,0.04,10,34,3.583333,14.0,22,20.0,1.145833,3.9,22,11.680663867226555
245,38.666667,66.0,19,64,0.017375,0.04,10,34,3.583333,14.0,22,20.0,0.929167,1.8,23,20.0
246,38.666667,66.0,19,64,0.017375,0.04,10,34,3.55,10.0,23,6.410917816436712,1.145833,3.9,22,11.680663867226555
247,38.666667,66.0,19,64,0.017375,0.04,10,34,3.55,10.0,23,6.410917816436712,0.929167,1.8,23,20.0
248,35.916667,61.0,0,58,0.019875,0.044000000000000004,10,37,3.458333,10.0,1,14.0,0.9625,2.8,1,11.680663867226555
249,35.916667,61.0,0,58,0.019875,0.044000000000000004,10,37,3.458333,10.0,1,14.0,1.225,2.5,2,28.0
250,35.916667,61.0,0,58,0.019875,0.044000000000000004,10,37,3.425,8.6,2,6.410917816436712,0.9625,2.8,1,11.680663867226555
251,35.916667,61.0,0,58,0.019875,0.044000000000000004,10,37,3.425,8.6,2,6.410917816436712,1.225,2.5,2,28.0
252,26.958333000000003,49.0,3,46,0.026583,0.038,11,32,1.791667,8.0,4,11.0,0.725,2.0,4,11.680663867226555
253,26.958333000000003,49.0,3,46,0.026583,0.038,11,32,1.791667,8.0,4,11.0,0.791667,1.4,7,16.0
254,26.958333000000003,49.0,3,46,0.026583,0.038,11,32,1.775,7.0,5,6.410917816436712,0.725,2.0,4,11.680663867226555
255,26.958333000000003,49.0,3,46,0.026583,0.038,11,32,1.775,7.0,5,6.410917816436712,0.791667,1.4,7,16.0
256,18.583333,33.0,17,31,0.028792,0.035,7,30,0.0,0.0,0,0.0,0.43333299999999997,0.7,15,11.680663867226555
257,18.583333,33.0,17,31,0.028792,0.035,7,30,0.0,0.0,0,0.0,0.429167,0.6,19,7.0
258,18.583333,33.0,17,31,0.028792,0.035,7,30,0.0,0.0,2,6.410917816436712,0.43333299999999997,0.7,15,11.680663867226555
259,18.583333,33.0,17,31,0.028792,0.035,7,30,0.0,0.0,2,6.410917816436712,0.429167,0.6,19,7.0
260,27.416666999999997,43.0,16,41,0.020125,0.034,0,29,0.0,0.0,0,0.0,0.529167,1.0,17,11.680663867226555
261,27.416666999999997,43.0,16,41,0.020125,0.034,0,29,0.0,0.0,0,0.0,0.5125,0.8,21,9.0
262,27.416666999999997,43.0,16,41,0.020125,0.034,0,29,0.0,0.0,2,6.410917816436712,0.529167,1.0,17,11.680663867226555
263,27.416666999999997,43.0,16,41,0.020125,0.034,0,29,0.0,0.0,2,6.410917816436712,0.5125,0.8,21,9.0
264,24.083333,41.0,18,39,0.020916999999999998,0.034,10,29,0.0,0.0,0,0.0,0.44166700000000003,0.7,8,11.680663867226555
265,24.083333,41.0,18,39,0.020916999999999998,0.034,10,29,0.0,0.0,0,0.0,0.458333,0.7,0,8.0
266,24.083333,41.0,18,39,0.020916999999999998,0.034,10,29,0.0,0.0,11,6.410917816436712,0.44166700000000003,0.7,8,11.680663867226555
267,24.083333,41.0,18,39,0.020916999999999998,0.034,10,29,0.0,0.0,11,6.410917816436712,0.458333,0.7,0,8.0
268,27.583333000000003,54.0,20,51,0.021292,0.047,11,40,0.789474,4.0,7,6.0,0.758333,2.1,7,11.680663867226555
269,27.583333000000003,54.0,20,51,0.021292,0.047,11,40,0.789474,4.0,7,6.0,0.658333,1.0,9,11.0
270,27.583333000000003,54.0,20,51,0.021292,0.047,11,40,0.98,2.3,8,6.410917816436712,0.758333,2.1,7,11.680663867226555
271,27.583333000000003,54.0,20,51,0.021292,0.047,11,40,0.98,2.3,8,6.410917816436712,0.658333,1.0,9,11.0
272,31.541666999999997,54.0,22,51,0.019292,0.042,11,36,0.182609,0.6,0,0.0,1.158333,2.7,22,11.680663867226555
273,31.541666999999997,54.0,22,51,0.019292,0.042,11,36,0.182609,0.6,0,0.0,1.1125,1.7,7,19.0
274,31.541666999999997,54.0,22,51,0.019292,0.042,11,36,0.171429,0.4,2,6.410917816436712,1.158333,2.7,22,11.680663867226555
275,31.541666999999997,54.0,22,51,0.019292,0.042,11,36,0.171429,0.4,2,6.410917816436712,1.1125,1.7,7,19.0
276,37.136364,60.0,21,57,0.017792,0.04,11,34,0.330435,0.9,20,0.0,1.334783,3.1,21,11.680663867226555
277,37.136364,60.0,21,57,0.017792,0.04,11,34,0.330435,0.9,20,0.0,1.254167,2.1,4,24.0
278,37.136364,60.0,21,57,0.017792,0.04,11,34,0.314286,0.6,20,6.410917816436712,1.334783,3.1,21,11.680663867226555
279,37.136364,60.0,21,57,0.017792,0.04,11,34,0.314286,0.6,20,6.410917816436712,1.254167,2.1,4,24.0
280,41.583333,73.0,20,71,0.02225,0.054000000000000006,11,46,0.2,0.8,0,0.0,1.7333330000000002,3.4,4,11.680663867226555
281,41.583333,73.0,20,71,0.02225,0.054000000000000006,11,46,0.2,0.8,0,0.0,1.7125,3.1,4,35.0
282,41.583333,73.0,20,71,0.02225,0.054000000000000006,11,46,0.18571400000000002,0.5,2,6.410917816436712,1.7333330000000002,3.4,4,11.680663867226555
283,41.583333,73.0,20,71,0.02225,0.054000000000000006,11,46,0.18571400000000002,0.5,2,6.410917816436712,1.7125,3.1,4,35.0
284,38.208333,70.0,1,68,0.023208000000000003,0.053,10,45,0.1,0.6,7,0.0,1.65,4.4,1,11.680663867226555
285,38.208333,70.0,1,68,0.023208000000000003,0.053,10,45,0.1,0.6,7,0.0,1.6583330000000003,3.4,3,39.0
286,38.208333,70.0,1,68,0.023208000000000003,0.053,10,45,0.085714,0.4,8,6.410917816436712,1.65,4.4,1,11.680663867226555
287,38.208333,70.0,1,68,0.023208000000000003,0.053,10,45,0.085714,0.4,8,6.410917816436712,1.6583330000000003,3.4,3,39.0
288,39.652174,67.0,21,65,0.021542,0.051,11,43,0.42173900000000003,1.8,23,1.0,0.921739,2.7,21,11.680663867226555
289,39.652174,67.0,21,65,0.021542,0.051,11,43,0.42173900000000003,1.8,23,1.0,0.970833,1.9,0,22.0
290,39.652174,67.0,21,65,0.021542,0.051,11,43,0.428571,1.5,23,6.410917816436712,0.921739,2.7,21,11.680663867226555
291,39.652174,67.0,21,65,0.021542,0.051,11,43,0.428571,1.5,23,6.410917816436712,0.970833,1.9,0,22.0
292,44.25,67.0,21,65,0.021125,0.049,11,42,0.486957,1.5,21,1.0,1.245833,2.9,1,11.680663867226555
293,44.25,67.0,21,65,0.021125,0.049,11,42,0.486957,1.5,21,1.0,1.245833,2.1,2,24.0
294,44.25,67.0,21,65,0.021125,0.049,11,42,0.48571400000000003,1.3,23,6.410917816436712,1.245833,2.9,1,11.680663867226555
295,44.25,67.0,21,65,0.021125,0.049,11,42,0.48571400000000003,1.3,23,6.410917816436712,1.245833,2.1,2,24.0
296,40.652174,64.0,0,62,0.020916999999999998,0.051,11,43,0.342857,1.6,0,1.0,1.165217,2.7,0,11.680663867226555
297,40.652174,64.0,0,62,0.020916999999999998,0.051,11,43,0.342857,1.6,0,1.0,1.204167,2.1,2,24.0
298,40.652174,64.0,0,62,0.020916999999999998,0.051,11,43,0.333333,1.1,2,6.410917816436712,1.165217,2.7,0,11.680663867226555
299,40.652174,64.0,0,62,0.020916999999999998,0.051,11,43,0.333333,1.1,2,6.410917816436712,1.204167,2.1,2,24.0
300,36.416667,63.0,22,61,0.022083000000000002,0.049,11,42,0.078261,0.2,7,0.0,0.9125,3.3,22,11.680663867226555
301,36.416667,63.0,22,61,0.022083000000000002,0.049,11,42,0.078261,0.2,7,0.0,0.891667,1.4,1,16.0
302,36.416667,63.0,22,61,0.022083000000000002,0.049,11,42,0.042857,0.1,8,6.410917816436712,0.9125,3.3,22,11.680663867226555
303,36.416667,63.0,22,61,0.022083000000000002,0.049,11,42,0.042857,0.1,8,6.410917816436712,0.891667,1.4,1,16.0
304,33.875,58.0,10,55,0.023167,0.051,12,43,0.086957,0.4,22,0.0,0.7875,2.2,0,11.680663867226555
305,33.875,58.0,10,55,0.023167,0.051,12,43,0.086957,0.4,22,0.0,0.991667,1.8,2,20.0
306,33.875,58.0,10,55,0.023167,0.051,12,43,0.07142899999999999,0.3,23,6.410917816436712,0.7875,2.2,0,11.680663867226555
307,33.875,58.0,10,55,0.023167,0.051,12,43,0.07142899999999999,0.3,23,6.410917816436712,0.991667,1.8,2,20.0
308,31.125,58.0,20,55,0.025625,0.05,11,42,0.304348,0.9,21,0.0,0.7375,2.0,7,11.680663867226555
309,31.125,58.0,20,55,0.025625,0.05,11,42,0.304348,0.9,21,0.0,0.695833,1.1,8,13.0
310,31.125,58.0,20,55,0.025625,0.05,11,42,0.28571399999999997,0.6,2,6.410917816436712,0.7375,2.0,7,11.680663867226555
311,31.125,58.0,20,55,0.025625,0.05,11,42,0.28571399999999997,0.6,2,6.410917816436712,0.695833,1.1,8,13.0
312,26.875,66.0,20,64,0.031417,0.059000000000000004,10,50,0.321739,0.9,20,0.0,0.708333,3.1,22,11.680663867226555
313,26.875,66.0,20,64,0.031417,0.059000000000000004,10,50,0.321739,0.9,20,0.0,0.5375,1.5,23,17.0
314,26.875,66.0,20,64,0.031417,0.059000000000000004,10,50,0.314286,0.5,8,6.410917816436712,0.708333,3.1,22,11.680663867226555
315,26.875,66.0,20,64,0.031417,0.059000000000000004,10,50,0.314286,0.5,8,6.410917816436712,0.5375,1.5,23,17.0
316,22.416667,53.0,7,50,0.031292,0.044000000000000004,9,37,0.273913,1.4,0,1.0,0.55,2.0,7,11.680663867226555
317,22.416667,53.0,7,50,0.031292,0.044000000000000004,9,37,0.273913,1.4,0,1.0,0.820833,1.7,0,19.0
318,22.416667,53.0,7,50,0.031292,0.044000000000000004,9,37,0.271429,0.8,2,6.410917816436712,0.55,2.0,7,11.680663867226555
319,22.416667,53.0,7,50,0.031292,0.044000000000000004,9,37,0.271429,0.8,2,6.410917816436712,0.820833,1.7,0,19.0
320,24.434783,50.0,20,47,0.024416999999999998,0.040999999999999995,10,35,0.23913,0.7,7,0.0,0.43913,1.0,21,11.680663867226555
321,24.434783,50.0,20,47,0.024416999999999998,0.040999999999999995,10,35,0.23913,0.7,7,0.0,0.37916700000000003,0.6,21,7.0
322,24.434783,50.0,20,47,0.024416999999999998,0.040999999999999995,10,35,0.24285700000000002,0.5,8,6.410917816436712,0.43913,1.0,21,11.680663867226555
323,24.434783,50.0,20,47,0.024416999999999998,0.040999999999999995,10,35,0.24285700000000002,0.5,8,6.410917816436712,0.37916700000000003,0.6,21,7.0
324,33.291667,59.0,22,56,0.022000000000000002,0.045,11,38,0.347619,0.9,5,0.0,0.679167,1.9,6,11.680663867226555
325,33.291667,59.0,22,56,0.022000000000000002,0.045,11,38,0.347619,0.9,5,0.0,0.641667,1.0,10,11.0
326,33.291667,59.0,22,56,0.022000000000000002,0.045,11,38,0.36,0.7,5,6.410917816436712,0.679167,1.9,6,11.680663867226555
327,33.291667,59.0,22,56,0.022000000000000002,0.045,11,38,0.36,0.7,5,6.410917816436712,0.641667,1.0,10,11.0
328,38.541667,65.0,20,63,0.021041999999999998,0.048,11,41,0.2,0.8,0,0.0,0.995833,2.5,21,11.680663867226555
329,38.541667,65.0,20,63,0.021041999999999998,0.048,11,41,0.2,0.8,0,0.0,0.870833,1.4,23,16.0
330,38.541667,65.0,20,63,0.021041999999999998,0.048,11,41,0.171429,0.4,2,6.410917816436712,0.995833,2.5,21,11.680663867226555
331,38.541667,65.0,20,63,0.021041999999999998,0.048,11,41,0.171429,0.4,2,6.410917816436712,0.870833,1.4,23,16.0
332,47.791667,74.0,21,72,0.020125,0.048,11,41,0.265217,1.1,22,1.0,1.2375,2.5,21,11.680663867226555
333,47.791667,74.0,21,72,0.020125,0.048,11,41,0.265217,1.1,22,1.0,1.245833,1.8,2,20.0
334,47.791667,74.0,21,72,0.020125,0.048,11,41,0.257143,0.6,23,6.410917816436712,1.2375,2.5,21,11.680663867226555
335,47.791667,74.0,21,72,0.020125,0.048,11,41,0.257143,0.6,23,6.410917816436712,1.245833,1.8,2,20.0
336,40.0,74.0,20,72,0.028667,0.065,11,67,0.234783,0.9,1,0.0,1.304167,4.1,1,11.680663867226555
337,40.0,74.0,20,72,0.028667,0.065,11,67,0.234783,0.9,1,0.0,1.275,2.7,3,31.0
338,40.0,74.0,20,72,0.028667,0.065,11,67,0.228571,0.5,8,6.410917816436712,1.304167,4.1,1,11.680663867226555
339,40.0,74.0,20,72,0.028667,0.065,11,67,0.228571,0.5,8,6.410917816436712,1.275,2.7,3,31.0
340,33.166667,67.0,0,65,0.029875,0.062,10,58,0.104348,0.4,5,0.0,1.3625,4.5,3,11.680663867226555
341,33.166667,67.0,0,65,0.029875,0.062,10,58,0.104348,0.4,5,0.0,1.395833,3.0,4,34.0
342,33.166667,67.0,0,65,0.029875,0.062,10,58,0.05714299999999999,0.2,5,6.410917816436712,1.3625,4.5,3,11.680663867226555
343,33.166667,67.0,0,65,0.029875,0.062,10,58,0.05714299999999999,0.2,5,6.410917816436712,1.395833,3.0,4,34.0
344,31.478261,51.0,0,48,0.026167000000000003,0.043,11,36,0.18695699999999998,0.8,23,0.0,0.830435,2.2,0,11.680663867226555
345,31.478261,51.0,0,48,0.026167000000000003,0.043,11,36,0.18695699999999998,0.8,23,0.0,1.058333,1.9,2,22.0
346,31.478261,51.0,0,48,0.026167000000000003,0.043,11,36,0.18571400000000002,0.5,23,6.410917816436712,0.830435,2.2,0,11.680663867226555
347,31.478261,51.0,0,48,0.026167000000000003,0.043,11,36,0.18571400000000002,0.5,23,6.410917816436712,1.058333,1.9,2,22.0
348,25.428570999999998,45.0,22,42,0.018958000000000003,0.036000000000000004,11,31,0.22608699999999998,0.8,21,0.0,0.554545,0.9,22,11.680663867226555
349,25.428570999999998,45.0,22,42,0.018958000000000003,0.036000000000000004,11,31,0.22608699999999998,0.8,21,0.0,0.508333,0.7,12,8.0
350,25.428570999999998,45.0,22,42,0.018958000000000003,0.036000000000000004,11,31,0.228571,0.5,2,6.410917816436712,0.554545,0.9,22,11.680663867226555
351,25.428570999999998,45.0,22,42,0.018958000000000003,0.036000000000000004,11,31,0.228571,0.5,2,6.410917816436712,0.508333,0.7,12,8.0
352,29.541666999999997,69.0,22,67,0.024541999999999998,0.057,11,48,0.333333,1.2,23,1.0,0.825,3.2,23,11.680663867226555
353,29.541666999999997,69.0,22,67,0.024541999999999998,0.057,11,48,0.333333,1.2,23,1.0,0.633333,1.4,23,16.0
354,29.541666999999997,69.0,22,67,0.024541999999999998,0.057,11,48,0.3,0.6,2,6.410917816436712,0.825,3.2,23,11.680663867226555
355,29.541666999999997,69.0,22,67,0.024541999999999998,0.057,11,48,0.3,0.6,2,6.410917816436712,0.633333,1.4,23,16.0
356,31.458333000000003,58.0,0,55,0.025125,0.046,11,39,0.234783,0.8,0,0.0,0.7,1.9,0,11.680663867226555
357,31.458333000000003,58.0,0,55,0.025125,0.046,11,39,0.234783,0.8,0,0.0,0.916667,1.8,2,20.0
358,31.458333000000003,58.0,0,55,0.025125,0.046,11,39,0.214286,0.6,2,6.410917816436712,0.7,1.9,0,11.680663867226555
359,31.458333000000003,58.0,0,55,0.025125,0.046,11,39,0.214286,0.6,2,6.410917816436712,0.916667,1.8,2,20.0
360,28.458333000000003,53.0,22,50,0.021,0.039,10,33,0.14666700000000002,0.6,7,0.0,0.575,1.1,22,11.680663867226555
361,28.458333000000003,53.0,22,50,0.021,0.039,10,33,0.14666700000000002,0.6,7,0.0,0.545833,0.7,22,8.0
362,28.458333000000003,53.0,22,50,0.021,0.039,10,33,0.175,0.4,8,6.410917816436712,0.575,1.1,22,11.680663867226555
363,28.458333000000003,53.0,22,50,0.021,0.039,10,33,0.175,0.4,8,6.410917816436712,0.545833,0.7,22,8.0
364,26.833333000000003,50.0,0,47,0.027792,0.051,9,43,1.0769229999999999,4.0,7,6.0,0.725,2.0,7,11.680663867226555
365,26.833333000000003,50.0,0,47,0.027792,0.051,9,43,1.0769229999999999,4.0,7,6.0,0.779167,1.4,7,16.0
366,26.833333000000003,50.0,0,47,0.027792,0.051,9,43,1.05,2.6,8,6.410917816436712,0.725,2.0,7,11.680663867226555
367,26.833333000000003,50.0,0,47,0.027792,0.051,9,43,1.05,2.6,8,6.410917816436712,0.779167,1.4,7,16.0
368,29.041666999999997,63.0,21,61,0.029875,0.057999999999999996,11,49,1.8235290000000002,5.0,2,7.0,0.9125,2.2,3,11.680663867226555
369,29.041666999999997,63.0,21,61,0.029875,0.057999999999999996,11,49,1.8235290000000002,5.0,2,7.0,0.783333,1.4,6,16.0
370,29.041666999999997,63.0,21,61,0.029875,0.057999999999999996,11,49,1.92,3.3,5,6.410917816436712,0.9125,2.2,3,11.680663867226555
371,29.041666999999997,63.0,21,61,0.029875,0.057999999999999996,11,49,1.92,3.3,5,6.410917816436712,0.783333,1.4,6,16.0
372,34.333333,66.0,21,64,0.023958,0.05,11,42,1.55,10.0,22,14.0,0.9125,3.6,22,11.680663867226555
373,34.333333,66.0,21,64,0.023958,0.05,11,42,1.55,10.0,22,14.0,0.833333,1.5,23,17.0
374,34.333333,66.0,21,64,0.023958,0.05,11,42,2.04,6.6,23,6.410917816436712,0.9125,3.6,22,11.680663867226555
375,34.333333,66.0,21,64,0.023958,0.05,11,42,2.04,6.6,23,6.410917816436712,0.833333,1.5,23,17.0
376,37.0,75.0,20,73,0.024458,0.054000000000000006,10,46,2.0625,6.0,20,9.0,0.991667,2.5,6,11.680663867226555
377,37.0,75.0,20,73,0.024458,0.054000000000000006,10,46,2.0625,6.0,20,9.0,1.041667,1.7,1,19.0
378,37.0,75.0,20,73,0.024458,0.054000000000000006,10,46,2.18,4.0,23,6.410917816436712,0.991667,2.5,6,11.680663867226555
379,37.0,75.0,20,73,0.024458,0.054000000000000006,10,46,2.18,4.0,23,6.410917816436712,1.041667,1.7,1,19.0
380,39.5,68.0,0,66,0.01025,0.028999999999999998,14,25,1.7619049999999998,6.0,2,9.0,1.3363639999999999,2.4,2,11.680663867226555
381,39.5,68.0,0,66,0.01025,0.028999999999999998,14,25,1.7619049999999998,6.0,2,9.0,1.523077,2.0,2,23.0
382,39.5,68.0,0,66,0.01025,0.028999999999999998,14,25,2.0333330000000003,5.3,2,6.410917816436712,1.3363639999999999,2.4,2,11.680663867226555
383,39.5,68.0,0,66,0.01025,0.028999999999999998,14,25,2.0333330000000003,5.3,2,6.410917816436712,1.523077,2.0,2,23.0
384,32.791667,52.0,0,49,0.019958,0.048,11,41,2.2105259999999998,14.0,22,20.0,1.75,3.3,22,11.680663867226555
385,32.791667,52.0,0,49,0.019958,0.048,11,41,2.3,10.0,23,6.410917816436712,1.75,3.3,22,11.680663867226555
386,33.461538,50.0,0,47,0.022000000000000002,0.051,11,43,2.916667,11.0,21,16.0,2.7,3.9,21,11.680663867226555
387,33.461538,50.0,0,47,0.022000000000000002,0.051,11,43,2.8875,9.3,23,6.410917816436712,2.7,3.9,21,11.680663867226555
388,33.928571000000005,69.0,21,67,0.023708,0.053,11,45,2.416667,9.0,5,13.0,1.0125,3.6,22,11.680663867226555
389,33.928571000000005,69.0,21,67,0.023708,0.053,11,45,2.416667,9.0,5,13.0,0.754167,1.6,23,18.0
390,33.928571000000005,69.0,21,67,0.023708,0.053,11,45,2.4,7.3,23,6.410917816436712,1.0125,3.6,22,11.680663867226555
391,33.928571000000005,69.0,21,67,0.023708,0.053,11,45,2.4,7.3,23,6.410917816436712,0.754167,1.6,23,18.0
392,44.238095,78.0,22,77,0.018238,0.046,10,39,3.136364,11.0,22,16.0,1.513636,4.6,22,11.680663867226555
393,44.238095,78.0,22,77,0.018238,0.046,10,39,3.136364,11.0,22,16.0,1.404167,2.1,4,24.0
394,44.238095,78.0,22,77,0.018238,0.046,10,39,3.75,8.3,23,6.410917816436712,1.513636,4.6,22,11.680663867226555
395,44.238095,78.0,22,77,0.018238,0.046,10,39,3.75,8.3,23,6.410917816436712,1.404167,2.1,4,24.0
396,37.090909,71.0,19,69,0.035417000000000004,0.06,11,51,1.409091,5.0,0,7.0,0.8739129999999999,2.8,0,11.680663867226555
397,37.090909,71.0,19,69,0.035417000000000004,0.06,11,51,1.409091,5.0,0,7.0,1.195833,2.5,3,28.0
398,37.090909,71.0,19,69,0.035417000000000004,0.06,11,51,1.4,3.0,5,6.410917816436712,0.8739129999999999,2.8,0,11.680663867226555
399,37.090909,71.0,19,69,0.035417000000000004,0.06,11,51,1.4,3.0,5,6.410917816436712,1.195833,2.5,3,28.0
400,13.125,45.0,7,42,0.032167,0.043,15,36,1.133333,6.0,6,9.0,0.516667,2.3,6,11.680663867226555
401,13.125,45.0,7,42,0.032167,0.043,15,36,1.133333,6.0,6,9.0,0.566667,1.0,8,11.0
402,13.125,45.0,7,42,0.032167,0.043,15,36,1.4,4.3,8,6.410917816436712,0.516667,2.3,6,11.680663867226555
403,13.125,45.0,7,42,0.032167,0.043,15,36,1.4,4.3,8,6.410917816436712,0.566667,1.0,8,11.0
404,20.166667,59.0,21,56,0.029375,0.055,11,47,0.684211,4.0,22,6.0,0.629167,2.5,22,11.680663867226555
405,20.166667,59.0,21,56,0.029375,0.055,11,47,0.684211,4.0,22,6.0,0.416667,1.2,23,14.0
406,20.166667,59.0,21,56,0.029375,0.055,11,47,0.7,3.6,23,6.410917816436712,0.629167,2.5,22,11.680663867226555
407,20.166667,59.0,21,56,0.029375,0.055,11,47,0.7,3.6,23,6.410917816436712,0.416667,1.2,23,14.0
408,24.375,57.0,20,54,0.028917,0.053,10,45,0.454545,4.0,0,6.0,0.575,2.4,0,11.680663867226555
409,24.375,57.0,20,54,0.028917,0.053,10,45,0.454545,4.0,0,6.0,0.725,1.7,2,19.0
410,24.375,57.0,20,54,0.028917,0.053,10,45,0.466667,1.6,2,6.410917816436712,0.575,2.4,0,11.680663867226555
411,24.375,57.0,20,54,0.028917,0.053,10,45,0.466667,1.6,2,6.410917816436712,0.725,1.7,2,19.0
412,23.157895,42.0,0,40,0.026333,0.043,11,36,0.85,4.0,6,6.0,0.558333,1.8,6,11.680663867226555
